hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
bruins sabres,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
wanamaker was prepared,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
breakthrough,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
krug johansson back in lineup,SPORTS,unknown,unknown,2019.0,-71.0622295,42.3661864,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
there were plenty of game culprits,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
top n.h. court rejects appeal in labrie case,NEWS,Metro,unknown,2019.0,-71.0609356,42.3632661,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
it another shot for cehlarik,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins senators,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
backes bruins golden in ot,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
walsh congratulates wwe tag team champs including ex bostonian sasha banks,LIVING ARTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
heinen taking bruins to arbitration,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 113 knicks 99,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
catching champs at prime moment,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins canadiens,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics stage late rally top knicks,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
hat challenges all in our heads,NEWS,Metro,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 113 knicks 104,SPORTS,unknown,unknown,2019.0,-71.0622295,42.3661864,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
nba standings,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bc freshmen raising hopes,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
avalanche bruins,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
debrusk keeping his head up,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blue jackets,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
cap on family benefit repealed,NEWS,Metro,unknown,2019.0,-71.0605212,42.3641054,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
old street hockey dreams come true,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
jackets slow to start,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
no way they lose on this night,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 112 nets 104,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
irving sits with strained left hip,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
walker celtics get job done,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blues,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 118 knicks 95,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins take rematch,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 112 raptors 106,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
this haunting memory still unpurged,SPORTS,unknown,unknown,2019.0,-71.0607206,42.3657946,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blackhawks,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
wolves thumbnails,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins panthers,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 111 kings 109,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins win on pair in last minute,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
sabres thumbnails,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
quite rush for grzelcyk,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
brown happy for leonard,SPORTS,unknown,unknown,2019.0,-71.0607206,42.3657946,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
once again an imperfect finish,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
the losses still pack wallop,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
special teams focus for blues entering game,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins comeback falls little short,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
lightning bruins,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
76ers 115 celtics 109,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
pacers 122 celtics 117,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
smart williams miss third in row,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
stanley cup final guide for newbies,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
two arrested in fatal shooting on canal street,NEWS,Metro,unknown,2019.0,-71.060035,42.3644727,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins wild,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics return with good news on walker,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
nuggets 96 celtics 92,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 123 cavaliers 103,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics get to the points,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 140 wizards 133,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
rozier in the right place at right time,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
nhl summary bos ari,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
new celtics do their part in first victory,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
krejci looks unlikely to go against lightning,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
stating their cases,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
shark bait,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics cut down to size by raptors,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
they were embarrassed with no answers,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
marchand johansson move forward after hit,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
doing some digging on johansson,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
raptors 118 celtics 95,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 112 76ers 109,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
counterpunch,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blackhawks,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blackhawks,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
finally bruins find good mix,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins sharks,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
stevens enjoying efforts by smart,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
rockets 115 celtics 104,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
falling from the sky,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins devils,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins devils,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
knicks thumbnails,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
emrick and michaels fans of each other,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins kings,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
davis staying put for now,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bird sent to hawks opening up roster spot,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
rangers bruins,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
recurring dream,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
kuraly deserves shot on no. line,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 115 wolves 102,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 114 pacers 112,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
aching starters rest up,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
panthers bruins,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
afternoon nap,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins bring home lot from florida swing,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
lightning bruins,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics 116 cavaliers 106,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
four reasons why tuukka rask has been so brilliant these playoffs,SPORTS,unknown,unknown,2019.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,345.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
